Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
Grand Total	4.44941E+12	9.80015E+12	6.5829E+12	9.77579E+12
CGI_10018876	2.12271E+11	4.33454E+11	3.04729E+11	4.40127E+11
CGI_10022729	2.12395E+11	4.23051E+11	3.02203E+11	4.31278E+11	K1QWP8	K1QWP8_CRAGI	unreviewed	Actin-2	CGI_10022729	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	376
CGI_10028384	581667691	5244548200	2141982787	207661561	K1RRS8	K1RRS8_CRAGI	unreviewed	Phosphoglucomutase-2 (Fragment)	CGI_10028384	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0005975
CGI_10028384	581667691	5244548200	2141982787	207661561	K1RRS8	K1RRS8_CRAGI	unreviewed	Phosphoglucomutase-2 (Fragment)	CGI_10028384	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0016868
CGI_10001648	1405322770	2354723715	2100120546	2271117149
CGI_10003329	1405322770	2354723715	2100120546	2271117149
CGI_10009719	984898793	2522617919	1773217586	2825002641	K1QPP2	K1QPP2_CRAGI	unreviewed	"Elongation factor Tu, mitochondrial"	CGI_10009719	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0003746
CGI_10009719	984898793	2522617919	1773217586	2825002641	K1QPP2	K1QPP2_CRAGI	unreviewed	"Elongation factor Tu, mitochondrial"	CGI_10009719	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0003924
CGI_10009719	984898793	2522617919	1773217586	2825002641	K1QPP2	K1QPP2_CRAGI	unreviewed	"Elongation factor Tu, mitochondrial"	CGI_10009719	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0005525
CGI_10014553	1353247861	2645459740	1432042711	2667742116	K1QSS1	K1QSS1_CRAGI	unreviewed	Uncharacterized protein (Fragment)	CGI_10014553	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	358
CGI_10017461	650750003	3018057155	1302089566	3118001268	K1QPC9	K1QPC9_CRAGI	unreviewed	"Troponin T, skeletal muscle"	CGI_10017461	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	178	GO:0005861
CGI_10017461	650750003	3018057155	1302089566	3118001268	K1QPC9	K1QPC9_CRAGI	unreviewed	"Troponin T, skeletal muscle"	CGI_10017461	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	178	GO:0006937
CGI_10013946	931137822	2434512032	1894692937	2799810066	K1PXG6	K1PXG6_CRAGI	unreviewed	Protein-serine/threonine phosphatase (EC 3.1.3.16)	CGI_10013946	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	328	GO:0004721
CGI_10013946	931137822	2434512032	1894692937	2799810066	K1PXG6	K1PXG6_CRAGI	unreviewed	Protein-serine/threonine phosphatase (EC 3.1.3.16)	CGI_10013946	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	328	GO:0046872
CGI_10019942	922834057	2682906926	1887674627	2533211669	K1Q9R2	K1Q9R2_CRAGI	unreviewed	Transitional endoplasmic reticulum ATPase TER94 (Fragment)	CGI_10019942	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	538	GO:0005524
CGI_10002226	1054518012	2471862115	2229670388	2244217904	K1PEY4	K1PEY4_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 2	CGI_10002226	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	892	GO:0000502
CGI_10002226	1054518012	2471862115	2229670388	2244217904	K1PEY4	K1PEY4_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 2	CGI_10002226	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	892	GO:0030234
CGI_10002226	1054518012	2471862115	2229670388	2244217904	K1PEY4	K1PEY4_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 2	CGI_10002226	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	892	GO:0042176
CGI_10023649	1054518012	2471862115	2229670388	2244217904	K1QDM2	K1QDM2_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 2	CGI_10023649	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	873	GO:0000502
CGI_10023649	1054518012	2471862115	2229670388	2244217904	K1QDM2	K1QDM2_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 2	CGI_10023649	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	873	GO:0030234
CGI_10023649	1054518012	2471862115	2229670388	2244217904	K1QDM2	K1QDM2_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 2	CGI_10023649	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	873	GO:0042176
CGI_10003195	809578336	1958871914	1519481465	3584450517	K1PZ82	K1PZ82_CRAGI	unreviewed	Collagen alpha-3(VI) chain	CGI_10003195	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2962	GO:0005509
CGI_10003195	809578336	1958871914	1519481465	3584450517	K1PZ82	K1PZ82_CRAGI	unreviewed	Collagen alpha-3(VI) chain	CGI_10003195	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2962	GO:0005581
CGI_10018918	1230102170	2347003653	1903751409	2377279175	K1RAJ1	K1RAJ1_CRAGI	unreviewed	T-complex protein 1 subunit alpha	CGI_10018918	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	699	GO:0005524
CGI_10018918	1230102170	2347003653	1903751409	2377279175	K1RAJ1	K1RAJ1_CRAGI	unreviewed	T-complex protein 1 subunit alpha	CGI_10018918	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	699	GO:0005737
CGI_10018918	1230102170	2347003653	1903751409	2377279175	K1RAJ1	K1RAJ1_CRAGI	unreviewed	T-complex protein 1 subunit alpha	CGI_10018918	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	699	GO:0006457
CGI_10008607	781617097	2918226420	1733876766	2415462108
CGI_10007751	963142796	2484834317	2088217134	2268973593	K1R4X9	K1R4X9_CRAGI	unreviewed	UDP-N-acetylhexosamine pyrophosphorylase	CGI_10007751	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	510	GO:0008152
CGI_10007751	963142796	2484834317	2088217134	2268973593	K1R4X9	K1R4X9_CRAGI	unreviewed	UDP-N-acetylhexosamine pyrophosphorylase	CGI_10007751	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	510	GO:0070569
CGI_10012574	1032142341	2026755338	1665658649	3056496498	K1QXX9	K1QXX9_CRAGI	unreviewed	Cytochrome c	CGI_10012574	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	113	GO:0005739
CGI_10012574	1032142341	2026755338	1665658649	3056496498	K1QXX9	K1QXX9_CRAGI	unreviewed	Cytochrome c	CGI_10012574	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	113	GO:0009055
CGI_10012574	1032142341	2026755338	1665658649	3056496498	K1QXX9	K1QXX9_CRAGI	unreviewed	Cytochrome c	CGI_10012574	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	113	GO:0020037
CGI_10012574	1032142341	2026755338	1665658649	3056496498	K1QXX9	K1QXX9_CRAGI	unreviewed	Cytochrome c	CGI_10012574	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	113	GO:0046872
CGI_10012574	1032142341	2026755338	1665658649	3056496498	K1QXX9	K1QXX9_CRAGI	unreviewed	Cytochrome c	CGI_10012574	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	113	GO:0055114
CGI_10012574	1032142341	2026755338	1665658649	3056496498	K1QXX9	K1QXX9_CRAGI	unreviewed	Cytochrome c	CGI_10012574	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	113	GO:0070469
CGI_10017255	975268933	2675765931	1465238586	2660266516	K1Q2H5	K1Q2H5_CRAGI	unreviewed	Uncharacterized protein	CGI_10017255	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	587	GO:0005524
CGI_10005381	1042010904	2772913511	1404035015	2494494631	K1PAG1	K1PAG1_CRAGI	unreviewed	"Dynein beta chain, ciliary"	CGI_10005381	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4464	GO:0003777
CGI_10005381	1042010904	2772913511	1404035015	2494494631	K1PAG1	K1PAG1_CRAGI	unreviewed	"Dynein beta chain, ciliary"	CGI_10005381	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4464	GO:0005524
CGI_10005381	1042010904	2772913511	1404035015	2494494631	K1PAG1	K1PAG1_CRAGI	unreviewed	"Dynein beta chain, ciliary"	CGI_10005381	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4464	GO:0007018
CGI_10005381	1042010904	2772913511	1404035015	2494494631	K1PAG1	K1PAG1_CRAGI	unreviewed	"Dynein beta chain, ciliary"	CGI_10005381	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4464	GO:0016887
CGI_10005381	1042010904	2772913511	1404035015	2494494631	K1PAG1	K1PAG1_CRAGI	unreviewed	"Dynein beta chain, ciliary"	CGI_10005381	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4464	GO:0030286
CGI_10007643	954695419	2409829336	2294591589	2025340981	K1QZB1	K1QZB1_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10007643	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0004478
CGI_10007643	954695419	2409829336	2294591589	2025340981	K1QZB1	K1QZB1_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10007643	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0005524
CGI_10007643	954695419	2409829336	2294591589	2025340981	K1QZB1	K1QZB1_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10007643	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0006556
CGI_10007643	954695419	2409829336	2294591589	2025340981	K1QZB1	K1QZB1_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10007643	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0006730
CGI_10007643	954695419	2409829336	2294591589	2025340981	K1QZB1	K1QZB1_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10007643	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0046872
CGI_10001640	381130326	2973439886	1466249964	2832364800	K1Q1L4	K1Q1L4_CRAGI	unreviewed	Uncharacterized protein	CGI_10001640	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	138	GO:0006950
CGI_10027254	752834631	2102220997	2335041390	2459946134	K1R554	K1R554_CRAGI	unreviewed	Anion exchange protein	CGI_10027254	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1063	GO:0005452
CGI_10027254	752834631	2102220997	2335041390	2459946134	K1R554	K1R554_CRAGI	unreviewed	Anion exchange protein	CGI_10027254	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1063	GO:0016021
CGI_10004058	924565756	2570774840	1839921010	2312256069	K1Q5Q2	K1Q5Q2_CRAGI	unreviewed	Plastin-1	CGI_10004058	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	157	GO:0005509
CGI_10014092	1240865903	2337427525	1906583410	2063976552	K1RAL0	K1RAL0_CRAGI	unreviewed	"Aspartate aminotransferase, cytoplasmic"	CGI_10014092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	407	GO:0006520
CGI_10014092	1240865903	2337427525	1906583410	2063976552	K1RAL0	K1RAL0_CRAGI	unreviewed	"Aspartate aminotransferase, cytoplasmic"	CGI_10014092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	407	GO:0008483
CGI_10014092	1240865903	2337427525	1906583410	2063976552	K1RAL0	K1RAL0_CRAGI	unreviewed	"Aspartate aminotransferase, cytoplasmic"	CGI_10014092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	407	GO:0009058
CGI_10014092	1240865903	2337427525	1906583410	2063976552	K1RAL0	K1RAL0_CRAGI	unreviewed	"Aspartate aminotransferase, cytoplasmic"	CGI_10014092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	407	GO:0030170
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0004017
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0005524
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0005758
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0005829
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0006172
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0046033
CGI_10010021	803722432	2533974862	1730354866	2447970610	K1RFD2	K1RFD2_CRAGI	unreviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	CGI_10010021	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	233	GO:0046034
CGI_10001493	980504068	2715042057	1933502630	1878016983	K1PUV4	K1PUV4_CRAGI	unreviewed	40S ribosomal protein S24	CGI_10001493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	185	GO:0000166
CGI_10001493	980504068	2715042057	1933502630	1878016983	K1PUV4	K1PUV4_CRAGI	unreviewed	40S ribosomal protein S24	CGI_10001493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	185	GO:0003735
CGI_10001493	980504068	2715042057	1933502630	1878016983	K1PUV4	K1PUV4_CRAGI	unreviewed	40S ribosomal protein S24	CGI_10001493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	185	GO:0005840
CGI_10001493	980504068	2715042057	1933502630	1878016983	K1PUV4	K1PUV4_CRAGI	unreviewed	40S ribosomal protein S24	CGI_10001493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	185	GO:0006412
CGI_10007931	980504068	2715042057	1933502630	1878016983
CGI_10009812	648298390	3049354044	1441986949	2340313911	K1QE20	K1QE20_CRAGI	unreviewed	Nucleoredoxin	CGI_10009812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	143	GO:0005623
CGI_10009812	648298390	3049354044	1441986949	2340313911	K1QE20	K1QE20_CRAGI	unreviewed	Nucleoredoxin	CGI_10009812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	143	GO:0045454
CGI_10026047	462930805	2676582581	1585800046	2724880154
CGI_10005784	380192550	2786543872	1227338182	3054767153	K1QLS3	K1QLS3_CRAGI	unreviewed	"Cytochrome b-c1 complex subunit 2, mitochondrial"	CGI_10005784	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	479	GO:0003824
CGI_10005784	380192550	2786543872	1227338182	3054767153	K1QLS3	K1QLS3_CRAGI	unreviewed	"Cytochrome b-c1 complex subunit 2, mitochondrial"	CGI_10005784	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	479	GO:0046872
CGI_10007050	1118962708	2493746122	1768210718	2039256004	K1Q8D3	K1Q8D3_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10007050	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	883	GO:0006464
CGI_10007050	1118962708	2493746122	1768210718	2039256004	K1Q8D3	K1Q8D3_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10007050	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	883	GO:0008641
CGI_10018336	1470828554	1833761942	2344600407	1761545512	K1QSQ9	K1QSQ9_CRAGI	unreviewed	Putative ATP-dependent RNA helicase an3	CGI_10018336	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	774	GO:0003676
CGI_10018336	1470828554	1833761942	2344600407	1761545512	K1QSQ9	K1QSQ9_CRAGI	unreviewed	Putative ATP-dependent RNA helicase an3	CGI_10018336	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	774	GO:0004386
CGI_10018336	1470828554	1833761942	2344600407	1761545512	K1QSQ9	K1QSQ9_CRAGI	unreviewed	Putative ATP-dependent RNA helicase an3	CGI_10018336	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	774	GO:0005524
CGI_10002311	1111041103	2296619896	1511349287	2458199488	K1QVK0	K1QVK0_CRAGI	unreviewed	Transaldolase	CGI_10002311	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	560	GO:0004801
CGI_10002311	1111041103	2296619896	1511349287	2458199488	K1QVK0	K1QVK0_CRAGI	unreviewed	Transaldolase	CGI_10002311	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	560	GO:0005737
CGI_10002311	1111041103	2296619896	1511349287	2458199488	K1QVK0	K1QVK0_CRAGI	unreviewed	Transaldolase	CGI_10002311	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	560	GO:0005975
CGI_10002311	1111041103	2296619896	1511349287	2458199488	K1QVK0	K1QVK0_CRAGI	unreviewed	Transaldolase	CGI_10002311	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	560	GO:0006098
CGI_10023767	1922975720	2039507393	1602255417	1800987417	K1PVK1	K1PVK1_CRAGI	unreviewed	Uncharacterized protein	CGI_10023767	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	847	GO:0004866
CGI_10007483	1152093932	2522164513	1528738820	2144954148	K1PLV6	K1PLV6_CRAGI	unreviewed	F-actin-capping protein subunit alpha	CGI_10007483	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	289	GO:0008290
CGI_10007483	1152093932	2522164513	1528738820	2144954148	K1PLV6	K1PLV6_CRAGI	unreviewed	F-actin-capping protein subunit alpha	CGI_10007483	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	289	GO:0051016
CGI_10027449	813438095	2438304235	1275259037	2805566397	K1QDS6	K1QDS6_CRAGI	unreviewed	Fibropellin-1	CGI_10027449	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2708	GO:0005509
CGI_10023347	1324653436	2273190508	1570897034	2077645821	K1QWZ6	K1QWZ6_CRAGI	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (EC 2.4.99.18)	CGI_10023347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	602	GO:0004579
CGI_10023347	1324653436	2273190508	1570897034	2077645821	K1QWZ6	K1QWZ6_CRAGI	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (EC 2.4.99.18)	CGI_10023347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	602	GO:0005789
CGI_10023347	1324653436	2273190508	1570897034	2077645821	K1QWZ6	K1QWZ6_CRAGI	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (EC 2.4.99.18)	CGI_10023347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	602	GO:0006486
CGI_10023347	1324653436	2273190508	1570897034	2077645821	K1QWZ6	K1QWZ6_CRAGI	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (EC 2.4.99.18)	CGI_10023347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	602	GO:0016021
CGI_10018261	1284784120	2251971216	1669521528	2028985915	K1S4L3	K1S4L3_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10018261	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	142	GO:0003735
CGI_10018261	1284784120	2251971216	1669521528	2028985915	K1S4L3	K1S4L3_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10018261	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	142	GO:0005840
CGI_10018261	1284784120	2251971216	1669521528	2028985915	K1S4L3	K1S4L3_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10018261	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	142	GO:0006412
CGI_10018261	1284784120	2251971216	1669521528	2028985915	K1S4L3	K1S4L3_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10018261	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	142	GO:0019843
CGI_10022016	1053829714	2270027644	1804925695	2103704096	K1QA13	K1QA13_CRAGI	unreviewed	Calcium-transporting ATPase (EC 3.6.3.8)	CGI_10022016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1002	GO:0005388
CGI_10022016	1053829714	2270027644	1804925695	2103704096	K1QA13	K1QA13_CRAGI	unreviewed	Calcium-transporting ATPase (EC 3.6.3.8)	CGI_10022016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1002	GO:0005524
CGI_10022016	1053829714	2270027644	1804925695	2103704096	K1QA13	K1QA13_CRAGI	unreviewed	Calcium-transporting ATPase (EC 3.6.3.8)	CGI_10022016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1002	GO:0016021
CGI_10022016	1053829714	2270027644	1804925695	2103704096	K1QA13	K1QA13_CRAGI	unreviewed	Calcium-transporting ATPase (EC 3.6.3.8)	CGI_10022016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1002	GO:0033017
CGI_10022016	1053829714	2270027644	1804925695	2103704096	K1QA13	K1QA13_CRAGI	unreviewed	Calcium-transporting ATPase (EC 3.6.3.8)	CGI_10022016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1002	GO:0046872
CGI_10013291	286814472	2805521151	1085339420	3042796321	K1QPJ5	K1QPJ5_CRAGI	unreviewed	Uncharacterized protein	CGI_10013291	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	191	GO:0005509
CGI_10013291	286814472	2805521151	1085339420	3042796321	K1QPJ5	K1QPJ5_CRAGI	unreviewed	Uncharacterized protein	CGI_10013291	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	191	GO:0005576
CGI_10013291	286814472	2805521151	1085339420	3042796321	K1QPJ5	K1QPJ5_CRAGI	unreviewed	Uncharacterized protein	CGI_10013291	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	191	GO:0007160
CGI_10028471	949843501	2482128716	1779352160	1987572869	K1RDF6	K1RDF6_CRAGI	unreviewed	"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"	CGI_10028471	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	464	GO:0003995
CGI_10028471	949843501	2482128716	1779352160	1987572869	K1RDF6	K1RDF6_CRAGI	unreviewed	"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"	CGI_10028471	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	464	GO:0050660
